"Subject"	"Q1.a"	"Q1.b"	"Q1.c"	"Q1.d"	"Q1.e"	"Q2.a"	"Q2.b"	"Q2.c"	"Q2.d"	"Q2.e"	"Q2.f"	"Q2.g"	"Q2.h"	"Suspected"	"Game.affect.distraction"	"Surprise"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"RA"	"goodSession"	"Assignment"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"age"	"race"	"race2"	"year"	"GPA"	"knew.others"	"knew.partner"	"gender"	"rating1"	"rating2"	"rating3"	"rating4"	"rating5"	"rating6"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_index_length"	"R_index_angle"	"R_ring_length"	"R_ring_angle"	"DV"	"Violence"	"Difficulty"	"L2d4d"	"R2d4d"
254	0	0	1	0	0	0	0	0	0	0	0	0	0	4	"No"	"Maybe"	4	2	0	337	11	1082	104	58	"RP"	"Yes"	9	7	1	4	1	1	7	7	7	7	2	1	7	1	7	4	7	1	3	1	7	7	1	1	7	7	7	7	7	7	7	19	2	NA	1	3	"No"	"No"	"M"	6	0	3	5	5	4	1002.96666666667	86.76	938.6	87.0733333333333	928	86.28	985.9	88.04	9	"Violent"	"Hard"	0.93582372295523	0.941271934273253
256	1	0	0	1	0	0	0	1	0	0	1	1	0	4	"Maybe"	"No"	2	4	0	407	13	1822	67	35	"LK"	"Yes"	4	2	1	1	1	4	2	6	4	4	2	1	1	1	2	2	1	4	2	2	2	6	2	2	4	2	6	6	6	4	6	20	5	NA	3	3.7	"No"	"No"	"M"	-2	2	-1	4	0	0	934.966666666667	87.0366666666667	885.2	85.7066666666667	906.066666666667	84.15	924.966666666667	87.9333333333333	4	"Less Violent"	"Hard"	0.946771720916966	0.979566831237162
259	0	0	0	1	0	1	1	0	0	0	1	1	0	2	"Maybe"	"Maybe"	4	3	0	468	15	372	345	0	"JH/LK"	"Yes"	7	5	3	5	1	3	5	6	5	6	2	2	2	2	2	4	5	4	4	4	3	4	3	2	7	4	6	6	4	7	7	20	5	NA	2	2.5	"No"	"No"	"M"	5	5	5	8	5	6	975.7	81.6533333333333	896.7	87.7	889.866666666667	85.1666666666667	986.633333333333	87.5233333333333	7	"Less Violent"	"Easy"	0.919032489494722	0.901922362241968
261	0	0	0	1	0	1	0	1	1	0	1	1	0	4	"Maybe"	"No"	4	1	0	429	14	782	220	0	"JH/LK"	"Yes"	7	3	2	4	1	2	3	7	5	6	2	1	4	2	1	5	5	2	1	2	2	6	2	5	5	2	5	5	4	1	5	19	5	NA	1	3.94	"No"	"No"	"M"	1	-9	-8	1	-7	-5	902.9	88.7733333333333	853.066666666667	84.91	844.266666666667	87.3066666666667	878.266666666667	87.9766666666667	7	"Violent"	"Easy"	0.944807472219146	0.961287384241688
263	0	0	1	1	0	1	0	0	0	0	1	1	0	2	"No"	"No"	2	3	0	405	14	1265	137	0	"JC"	"Maybe"	7	5	4	5	1	1	5	6	5	6	3	3	2	2	2	4	5	3	2	4	2	6	2	2	4	5	6	6	6	4	6	18	5	NA	1	2.75	"No"	"No"	"M"	9	3	7	10	2	6	843.933333333333	85.49	839.366666666667	86.7466666666667	816.633333333333	82.3466666666667	894.9	88.0466666666667	7	"Less Violent"	"Easy"	0.994588830081366	0.912541438521995
264	0	0	0	0	1	0	0	0	0	0	1	0	0	2	"No"	"Yes"	4	4	3	311	9	973	110	96	"RP"	"Maybe"	3	7	1	4	1	1	7	5	4	4	4	4	4	2	2	5	5	3	5	3	4	5	3	2	4	1	7	5	4	2	3	18	2	NA	1	3.8	"No"	"No"	"M"	5	8	5	7	6	7	883.666666666667	89.6333333333333	780.033333333333	85.2433333333333	796.733333333333	86.6366666666667	885.066666666667	86.1166666666667	3	"Less Violent"	"Hard"	0.882723500565823	0.90019584212112
268	1	1	1	0	0	1	0	0	0	0	0	1	1	2	"No"	"Yes"	2	4	5	567	3	1666	101	118	"MB"	"Yes"	3	4	1	4	4	2	3	5	3	5	6	4	3	5	5	5	6	4	6	6	3	4	2	4	6	4	6	6	3	6	7	20	5	NA	3	2.9	"No"	"No"	"M"	3	5	2	10	5	5	912.333333333333	82.76	878.133333333333	89.1733333333333	882.133333333333	89.2	895	84.3266666666667	3	"Less Violent"	"Hard"	0.962513701132627	0.985623836126629
269	0	1	0	0	0	0	1	0	0	0	0	0	0	2	"No"	"No"	2	1	0	403	14	993	189	0	"RP"	"Yes"	7	2	3	4	4	4	4	7	6	6	2	2	4	3	5	5	6	3	1	2	4	5	3	5	5	2	3	5	5	5	4	21	5	NA	3	2.8	"No"	"No"	"M"	3	0	3	5	4	7	970.466666666667	84.54	885.166666666667	86.3533333333333	912.766666666667	83.39	975.966666666667	81.3966666666667	7	"Violent"	"Easy"	0.91210414233702	0.935243690016736
271	1	0	1	1	1	0	0	1	1	0	1	1	0	4	"Yes"	"No"	4	3	0	462	15	1415	219	0	"KH"	"Maybe"	5	7	1	7	1	1	7	7	4	6	1	1	5	1	2	6	7	1	1	1	2	7	2	5	3	2	7	6	6	6	6	21	1	NA	3	3.85	"No"	"No"	"M"	-1	-7	-2	4	4	-1	830.333333333333	75.2566666666667	853.133333333333	84.8633333333333	838.8	84.3	815.2	78.4433333333333	5	"Less Violent"	"Easy"	1.02745885186672	1.02894995093229
272	0	1	0	0	0	1	0	1	0	0	0	1	0	2	"Maybe"	"Yes"	2	4	2	202	5	532	57	76	"EM"	"Yes"	9	5	4	4	1	4	4	6	5	5	5	4	4	3	5	5	5	5	5	3	5	6	2	4	5	3	5	5	5	3	5	19	5	NA	1	3.5	"No"	"No"	"M"	9	10	9	10	8	9	919.066666666667	89.44	859.033333333333	83.2466666666667	869.8	87.5833333333333	908.2	84.9666666666667	9	"Less Violent"	"Hard"	0.934680110256782	0.957718564192909
273	0	0	0	1	0	1	0	0	0	0	0	1	0	2	"Maybe"	"No"	2	1	0	333	19	501	210	0	"HG"	"Yes"	7	7	4	5	2	3	7	7	4	5	2	2	7	2	2	6	6	2	3	2	4	6	2	5	4	3	6	4	6	4	5	19	5	NA	1	3.5	"No"	"No"	"M"	5	-1	2	7	0	3	793.066666666667	78.2366666666667	792.766666666667	83.31	803.333333333333	80.66	825.266666666667	74.6366666666667	7	"Violent"	"Easy"	0.999621721587088	0.973422732046207
274	1	0	1	0	1	1	1	0	0	0	1	0	0	4	"No"	"Yes"	2	2	1	218	6	942	64	61	"HG"	"Yes"	7	6	2	6	3	4	5	7	6	7	6	5	6	3	5	5	7	3	6	4	2	7	1	2	6	6	7	5	5	6	7	19	5	NA	1	3.2	"No"	"No"	"M"	2	1	5	4	-4	2	1033.26666666667	86.8366666666667	996.933333333333	87.5466666666667	991.2	88.8833333333333	1011.23333333333	84.7633333333333	7	"Violent"	"Hard"	0.96483644106071	0.98018920789795
276	1	0	1	1	0	0	0	0	0	0	1	1	0	2	"No"	"Yes"	4	4	1	337	9	1247	125	65	"LK"	"Yes"	8	7	1	7	1	1	7	7	7	7	7	3	3	1	2	7	7	4	6	2	6	7	3	3	7	6	6	6	7	7	7	18	2	NA	1	3.76	"No"	"No"	"M"	7	4	4	9	6	6	931.366666666667	89.7166666666667	872.433333333333	84.6933333333333	877.233333333333	84.16	944.566666666667	88.8266666666667	8	"Less Violent"	"Hard"	0.936723810887226	0.928715107456682
277	0	1	0	0	0	1	1	0	0	0	0	0	0	2	"No"	"Yes"	2	1	0	218	22	126	168	0	"HG"	"Yes"	9	5	1	5	1	1	7	5	1	1	1	1	5	1	1	5	5	5	5	1	5	3	5	2	1	1	5	3	3	3	5	18	5	NA	1	3.5	"No"	"No"	"M"	2	-7	0	3	-5	-2	881.233333333333	88.8066666666667	852.633333333333	85	851.433333333333	86.0233333333333	879.6	82.6433333333333	9	"Violent"	"Easy"	0.967545485493815	0.967977868728209
279	0	1	1	0	0	1	0	0	0	0	0	1	0	2	"Maybe"	"No"	2	3	0	412	14	1559	129	0	"RP"	"Maybe"	4	5	3	3	3	3	3	6	2	3	2	2	2	2	4	4	3	3	2	5	3	5	1	2	3	2	5	5	5	3	5	19	5	NA	2	2	"No"	"No"	"M"	4	1	0	6	5	4	923.766666666667	85.6333333333333	941.866666666667	87.52	915.6	84.48	914.866666666667	80.2666666666667	4	"Less Violent"	"Easy"	1.01959369249089	1.00080157399985
281	0	0	1	0	0	0	1	0	0	0	0	0	0	2	"No"	"Yes"	4	1	0	171	5	98	123	0	"JC"	"Yes"	8	4	4	1	2	2	6	7	5	5	2	1	5	3	2	5	5	1	1	3	2	7	5	3	5	2	6	4	5	2	6	19	5	NA	1	3	"No"	"No"	"M"	8	6	7	10	7	8	909.666666666667	81.53	862.733333333333	85.4566666666667	876.766666666667	85.7466666666667	899.7	77.2	8	"Violent"	"Easy"	0.948406009527299	0.974510021859139
283	0	0	0	0	1	1	0	0	1	0	0	0	0	3	"No"	"No"	2	3	0	568	19	2155	236	0	"MB"	"Yes"	1	4	3	4	3	1	5	7	2	3	1	1	1	1	1	1	6	1	1	1	1	2	2	2	4	1	6	6	6	3	4	18	5	NA	1	3.1	NA	NA	"M"	4	2	1	7	-1	-1	919.666666666667	89.6033333333333	868.4	80.0533333333333	889.933333333333	85.4033333333333	949.066666666667	85.7133333333333	1	"Less Violent"	"Easy"	0.944255164914824	0.937693172239393
286	0	1	0	0	0	1	0	0	0	0	0	0	0	4	"No"	"No"	4	2	3	229	5	864	70	86	"RP"	"Yes"	5	4	1	3	1	1	5	7	6	7	4	1	2	1	5	7	7	2	5	1	2	7	1	1	7	6	7	7	7	1	5	20	5	NA	2	3.3	NA	NA	"M"	9	10	8	10	9	9	968.4	88.4633333333333	945.8	80.2233333333333	931.166666666667	86.39	958.9	84.8366666666667	5	"Violent"	"Hard"	0.97666253614209	0.971077971286544
291	0	0	0	0	1	1	0	0	0	0	0	0	0	4	"No"	"Maybe"	4	3	0	469	16	2590	62	0	"LK"	"Yes"	9	7	1	5	1	2	7	7	3	4	1	1	1	2	1	6	6	2	1	2	1	5	1	1	3	1	6	5	1	2	4	19	5	NA	1	3.5	NA	NA	"M"	7	5	6	10	6	7	963.733333333333	82.0033333333333	891.266666666667	87.4066666666667	878.3	85.3	927.1	86.65	9	"Less Violent"	"Easy"	0.924806308799115	0.947362744040557
